id,title,description,images,timestamp
39,কৈশোর কর্মসূচি -২০২৫,"পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়, মহম্মদপুর, মাগুরা

আয়োজনে- জাগরণী চক্র ফাউন্ডেশন ","https://res.cloudinary.com/dqngnekjp/image/upload/v1758534201/uploads/mjix556f5mwwdwwwmuxz.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1758534202/uploads/tuwbed5ug7c5qklvlajy.jpg",2025-09-22 09:43:22.946022
32,🌱 বৃক্ষ রোপণ কর্মসূচি – ২০২৫ 🌱,"আজ পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয় মাঠে অনুষ্ঠিত হলো “বৃক্ষ রোপণ কর্মসূচি – ২০২৫”। পরিবেশের ভারসাম্য রক্ষা ও আগামী প্রজন্মকে একটি সবুজ পৃথিবী উপহার দেওয়ার প্রত্যয়ে এই কর্মসূচির আয়োজন করা হয়।

অনুষ্ঠানে বিদ্যালয়ের মাননীয় প্রধান শিক্ষক উপস্থিত থেকে ছাত্র-ছাত্রীদের বৃক্ষরোপণের গুরুত্ব সম্পর্কে উদ্বুদ্ধ করেন। তিনি তার বক্তব্যে বলেন –
""একটি গাছ শুধু ছায়াই দেয় না, দেয় প্রাণের অক্সিজেন, রক্ষা করে মাটি ও পরিবেশ। প্রতিটি শিক্ষার্থীর উচিত অন্তত একটি করে গাছ লাগানো এবং তা যত্ন নেওয়া।""

এ কর্মসূচির বিশেষ সহযোগিতায় ছিলেন পূবালী ব্যাংক, মহম্মদপুর উপশাখা। তাদের সহায়তায় বিদ্যালয়ের প্রাঙ্গণে বিভিন্ন প্রজাতির ফলদ, বনজ ও ঔষধি গাছের চারা রোপণ করা হয়।

ছাত্র-ছাত্রী, শিক্ষক-শিক্ষিকা এবং স্থানীয় গণ্যমান্য ব্যক্তিবর্গ সকলে মিলিতভাবে গাছ রোপণ করেন এবং সবুজ পরিবেশ গড়ে তোলার অঙ্গীকার করেন।

🌿 গাছ লাগাই – জীবন বাঁচাই।
🌿 সবুজ পৃথিবী হোক আমাদের অঙ্গীকার।","https://i.ibb.co/1t1xT8Rx/2d55ba7ee2a2.jpg,https://i.ibb.co/vvw7gnTR/bb0026035828.jpg,https://i.ibb.co/mVBn2BKt/c04a3a89c49b.jpg,https://i.ibb.co/n8P93vS0/e6adcd22fabd.jpg,https://i.ibb.co/DfH43Txq/cfc0f4f4bdd8.jpg,https://i.ibb.co/MDqY8wzr/f06a9045a4b7.jpg,https://i.ibb.co/wFvHXt85/26bd788782aa.jpg,https://i.ibb.co/q3Q0msH7/1f15d14b7eef.jpg,https://i.ibb.co/v6CT6KTz/ff51700c5f79.jpg",2025-09-03 05:27:50.667384
34,Campus view  ,A beautiful aesthetic view of our campus with the main building,https://i.ibb.co/mC0bF1tR/Screenshot-2025-08-26-00-21-32-906-com-google-android-apps-maps-2.jpg,2025-08-26 05:00:26.702265
24,চ্যম্পিয়ন,চ্যম্পিয়ন- দূর্নীতি দমন কমিশন কর্তৃক আয়োজিত বিতর্ক প্রতিযোগিতায় পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয় মহম্মদপুর উপজেলা চ্যাম্পিয়ন হওয়ার গৌরব অর্জন করেছে।,"https://i.ibb.co/S4qM1ytS/e19221d3fb02.jpg,https://i.ibb.co/vxvMnt8F/8879040c91ca.jpg,https://i.ibb.co/yc1DrmYd/103563991ed8.jpg,https://i.ibb.co/ynBKR4Sk/b9e2ea196b8c.jpg",2025-08-23 09:41:43.261614
19,পহেলা বৈশাখ উদযাপন- ১৪৩২,"আয়োজনে- পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়, মহম্মদপুর,মাগুরা",https://i.ibb.co/YTBNrzk6/8db5e2ff57d4.jpg,2025-08-23 09:41:43.261629
29,🏆 দুর্নীতি দমন কমিশনের আয়োজিত বিতর্ক প্রতিযোগিতায় চ্যাম্পিয়ন পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়,"দূর্নীতি দমন কমিশন কর্তৃক আয়োজিত মহম্মদপুর উপজেলা বিতর্ক প্রতিযোগিতায় পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয় গৌরবময় চ্যাম্পিয়ন হওয়ার সম্মান অর্জন করেছে 🎉।
এছাড়াও, উক্ত বিদ্যালয়ের ছাত্রী উম্মে হাবিবা শ্রেষ্ঠ বক্তার খেতাব অর্জন করেছে 👏।
সবাই তাদের জন্য দোয়া করবেন, যেন আসন্ন জেলা পর্যায়েও তারা আরও ভালো করতে পারে 🌸।","https://i.ibb.co/SXCwW814/c4740dbc423d.jpg,https://i.ibb.co/ynBKR4Sk/b9e2ea196b8c.jpg,https://i.ibb.co/wN1mpDxC/9bb9eab11667.jpg,https://i.ibb.co/r277kh8h/f88eb98c6c35.jpg",2025-08-23 09:41:43.261620
33,পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়ের দশম শ্রেণীর  প্রি টেস্ট পরীক্ষা শুরু হয়েছে,পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়ের দশম শ্রেণীর  প্রি টেস্ট পরীক্ষা শুরু হয়েছে,"https://i.ibb.co/S41b8bBg/00f2a83f36e9.jpg,https://i.ibb.co/s9j33dkC/b4c066e787ae.jpg,https://i.ibb.co/ynBGxghB/1aa5aa69e8e9.jpg,https://i.ibb.co/Xrys0NbT/7c2d388622e7.jpg",2025-09-03 05:09:32.369876
40,ফুটবল একাদশ -২০২৫,"পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়, মহম্মদপুর, মাগুরা","https://res.cloudinary.com/dqngnekjp/image/upload/v1758535210/uploads/o6pc0es5lnmefgyjnddi.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1758535211/uploads/kzkndipbvqr6se1y2lx5.jpg",2025-09-22 10:00:12.126154
36,এস এস সি ২০২৫ সালের সাধারণ বৃত্তি প্রাপ্ত শিক্ষার্থী,নাম- তাসনিম জাহান এশা,https://i.ibb.co/LXq1Xpd2/7dee8be69b74.jpg,2025-09-10 05:18:12.407661
43,"তারুণ্যের উৎসব ২০২৫ উদযাপন উপলক্ষে বিতর্ক প্রতিযোগিতা  আয়োজনে- উপজেলা প্রশাসন, মহম্মদপুর, মাগুরা। ","সহযোগিতায়- পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়, মহম্মদপুর,মাগুরা।","https://res.cloudinary.com/dqngnekjp/image/upload/v1759734458/uploads/hjgp7bwengnvdqygnhqo.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759734459/uploads/kbqnp959ieyptrllc2pa.jpg",2025-10-06 07:07:40.011738
42,ছাত্র ছাত্রী ও অভিভাবক সমাবেশ -২০২৫,"পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়, মহম্মদপুর, মাগুরা।",https://res.cloudinary.com/dqngnekjp/image/upload/v1758947319/uploads/ciea4alud34avyg2yzqf.jpg,2025-09-27 04:25:07.936690
44,"তারুণ্যের উৎসব ২০২৫ উদযাপন উপলক্ষে বিতর্ক প্রতিযোগিতার পুরষ্কার বিতরনী অনুষ্ঠান আয়োজনে- উপজেলা প্রশাসন, মহম্মদপুর, মাগুরা। সহযোগিতায়- পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়, মহম্মদপুর,মাগুরা।",চ্যাম্পিয়ন দল- পলাশবাড়ীয়া মাধ্যমিক বিদ্যালয়,"https://res.cloudinary.com/dqngnekjp/image/upload/v1759834610/uploads/c4ql6kvpwnbv1qcq41b8.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759834611/uploads/j73v8yz1pmygkaluj8fl.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759834612/uploads/yrqbij6lndirvvaxeckh.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759834613/uploads/iscpowca9cu0tsdzpaon.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759834614/uploads/w47psnn9jbmgxhjqkg51.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759834615/uploads/guux4urlot3snlynmoti.jpg,https://res.cloudinary.com/dqngnekjp/image/upload/v1759834616/uploads/jqxjltfwc076fyew3qlx.jpg",2025-10-07 10:56:57.646864
